Name,Platforms,Country,Language,Handle,Contact_Value,Source_Link,Est_Conversion_Rate,Category,Tier,Notes
ArjunTech,Instagram,India,Hindi,@arjuntech_tech948,Low ($872),https://platform.com/arjuntech_tech948,5.56%,Tech,Micro,Mock Data - Ready for Outreach
Amit Amit,YouTube,India,Marathi,@amitamit_tech871,Low ($399),https://platform.com/amitamit_tech871,4.78%,Tech,Micro,Mock Data - Ready for Outreach
Hub Tom,Instagram,Australia,English,@hubtom_professional893,Low ($366),https://platform.com/hubtom_professional893,4.97%,Professional,Micro,Mock Data - Ready for Outreach
Vikram Rahul,Twitter/X,India,English,@vikramrahul_tech64,Low ($804),https://platform.com/vikramrahul_tech64,4.57%,Tech,Micro,Mock Data - Ready for Outreach
MikeGaming,Twitter/X,USA,English,@mikegaming_gaming671,Low ($208),https://platform.com/mikegaming_gaming671,5.32%,Gaming,Micro,Mock Data - Ready for Outreach
Tom Chris,Twitter/X,Canada,English,@tomchris_professional899,Low ($735),https://platform.com/tomchris_professional899,4.76%,Professional,Micro,Mock Data - Ready for Outreach
Tom Jessica,Twitch,UK,English,@tomjessica_professional257,Low ($795),https://platform.com/tomjessica_professional257,5.01%,Professional,Micro,Mock Data - Ready for Outreach
PriyaGaming,YouTube/Instagram,India,Marathi,@priyagaming_gaming81,Low ($363),https://platform.com/priyagaming_gaming81,4.68%,Gaming,Micro,Mock Data - Ready for Outreach
KaranTech,YouTube/Instagram,India,Telugu,@karantech_tech956,Low ($832),https://platform.com/karantech_tech956,5.96%,Tech,Micro,Mock Data - Ready for Outreach
KaranTech,Twitch,India,Marathi,@karantech_tech3,Medium ($2k),https://platform.com/karantech_tech3,3.82%,Tech,Mid,Mock Data - Ready for Outreach
TomTech,Twitch,UK,English,@tomtech_tech143,Low ($895),https://platform.com/tomtech_tech143,4.96%,Tech,Micro,Mock Data - Ready for Outreach
ZoneTech,YouTube/Instagram,India,Marathi,@zonetech_tech970,Low ($174),https://platform.com/zonetech_tech970,5.53%,Tech,Micro,Mock Data - Ready for Outreach
AnjaliTech,Twitch,India,English,@anjalitech_tech955,Low ($183),https://platform.com/anjalitech_tech955,4.6%,Tech,Micro,Mock Data - Ready for Outreach
RohanTech,YouTube/Instagram,India,English,@rohantech_tech380,Low ($475),https://platform.com/rohantech_tech380,4.7%,Tech,Micro,Mock Data - Ready for Outreach
Priya Official,Instagram,India,English,@priyaofficial_tech270,Low ($665),https://platform.com/priyaofficial_tech270,4.71%,Tech,Micro,Mock Data - Ready for Outreach
TomGaming,Twitter/X,Germany,English,@tomgaming_gaming179,Low ($693),https://platform.com/tomgaming_gaming179,5.33%,Gaming,Micro,Mock Data - Ready for Outreach
Official Zone,Twitch,India,Tamil,@officialzone_professional972,Low ($223),https://platform.com/officialzone_professional972,4.0%,Professional,Micro,Mock Data - Ready for Outreach
World Nisha,Twitch,India,Marathi,@worldnisha_professional449,Medium ($5k),https://platform.com/worldnisha_professional449,2.69%,Professional,Mid,Mock Data - Ready for Outreach
GamingGaming,YouTube/Instagram,Germany,English,@gaminggaming_gaming59,Low ($653),https://platform.com/gaminggaming_gaming59,4.34%,Gaming,Micro,Mock Data - Ready for Outreach
SnehaGaming,Twitch,India,Telugu,@snehagaming_gaming443,Low ($509),https://platform.com/snehagaming_gaming443,4.98%,Gaming,Micro,Mock Data - Ready for Outreach
Sneha Gamer,Twitch,India,Hindi,@snehagamer_gaming89,Low ($285),https://platform.com/snehagamer_gaming89,4.39%,Gaming,Micro,Mock Data - Ready for Outreach
David Tom,Instagram,UK,English,@davidtom_tech436,Low ($441),https://platform.com/davidtom_tech436,5.9%,Tech,Micro,Mock Data - Ready for Outreach
GamingTech,Instagram,USA,English,@gamingtech_tech359,Low ($553),https://platform.com/gamingtech_tech359,5.67%,Tech,Micro,Mock Data - Ready for Outreach
Karan Karan,YouTube/Instagram,India,English,@karankaran_gaming276,Low ($579),https://platform.com/karankaran_gaming276,4.68%,Gaming,Micro,Mock Data - Ready for Outreach
Rohan Zone,YouTube,India,Hindi/English,@rohanzone_tech94,Low ($755),https://platform.com/rohanzone_tech94,5.4%,Tech,Micro,Mock Data - Ready for Outreach
Nisha Amit,Instagram,India,Hindi/English,@nishaamit_gaming274,Low ($453),https://platform.com/nishaamit_gaming274,5.22%,Gaming,Micro,Mock Data - Ready for Outreach
Arjun Karan,YouTube/Instagram,India,Hindi/English,@arjunkaran_professional432,Low ($513),https://platform.com/arjunkaran_professional432,5.06%,Professional,Micro,Mock Data - Ready for Outreach
Sneha Gamer,YouTube,India,Hindi,@snehagamer_gaming371,Medium ($5k),https://platform.com/snehagamer_gaming371,3.35%,Gaming,Mid,Mock Data - Ready for Outreach
GamerTech,Twitter/X,India,Marathi,@gamertech_tech219,Medium ($4k),https://platform.com/gamertech_tech219,4.41%,Tech,Mid,Mock Data - Ready for Outreach
Sneha Official,Twitter/X,India,Telugu,@snehaofficial_professional144,Low ($446),https://platform.com/snehaofficial_professional144,4.21%,Professional,Micro,Mock Data - Ready for Outreach
Priya Karan,Instagram,India,Hindi,@priyakaran_gaming727,Low ($880),https://platform.com/priyakaran_gaming727,4.41%,Gaming,Micro,Mock Data - Ready for Outreach
Gamer Nisha,Twitter/X,India,Telugu,@gamernisha_professional818,Low ($464),https://platform.com/gamernisha_professional818,4.01%,Professional,Micro,Mock Data - Ready for Outreach
Official Gamer,Twitter/X,India,English,@officialgamer_gaming572,Low ($874),https://platform.com/officialgamer_gaming572,5.13%,Gaming,Micro,Mock Data - Ready for Outreach
Zone Vikram,YouTube,India,Marathi,@zonevikram_professional368,Low ($753),https://platform.com/zonevikram_professional368,4.25%,Professional,Micro,Mock Data - Ready for Outreach
AmitGaming,Twitch,India,English,@amitgaming_gaming267,Medium ($2k),https://platform.com/amitgaming_gaming267,3.47%,Gaming,Mid,Mock Data - Ready for Outreach
NishaTech,Instagram,India,Hindi/English,@nishatech_tech862,Low ($562),https://platform.com/nishatech_tech862,4.99%,Tech,Micro,Mock Data - Ready for Outreach
Karan Gamer,Twitch,India,English,@karangamer_tech614,Low ($731),https://platform.com/karangamer_tech614,5.34%,Tech,Micro,Mock Data - Ready for Outreach
Tom Tom,YouTube,UK,English,@tomtom_gaming658,Low ($840),https://platform.com/tomtom_gaming658,4.73%,Gaming,Micro,Mock Data - Ready for Outreach
Priya Vikram,Twitter/X,India,Hindi/English,@priyavikram_tech456,Low ($322),https://platform.com/priyavikram_tech456,5.85%,Tech,Micro,Mock Data - Ready for Outreach
David Chris,Twitter/X,USA,English,@davidchris_gaming204,Low ($217),https://platform.com/davidchris_gaming204,4.58%,Gaming,Micro,Mock Data - Ready for Outreach
Nisha Sneha,Instagram,India,Hindi/English,@nishasneha_tech383,Low ($572),https://platform.com/nishasneha_tech383,5.65%,Tech,Micro,Mock Data - Ready for Outreach
ArjunGaming,Twitter/X,India,Marathi,@arjungaming_gaming919,Low ($371),https://platform.com/arjungaming_gaming919,4.17%,Gaming,Micro,Mock Data - Ready for Outreach
Nisha Karan,YouTube,India,Tamil,@nishakaran_gaming842,Low ($716),https://platform.com/nishakaran_gaming842,5.12%,Gaming,Micro,Mock Data - Ready for Outreach
TechGaming,Twitch,India,Marathi,@techgaming_gaming777,Low ($882),https://platform.com/techgaming_gaming777,5.19%,Gaming,Micro,Mock Data - Ready for Outreach
Priya Karan,Twitter/X,India,English,@priyakaran_tech186,Low ($428),https://platform.com/priyakaran_tech186,4.63%,Tech,Micro,Mock Data - Ready for Outreach
TVGaming,Instagram,Germany,English,@tvgaming_gaming698,Low ($394),https://platform.com/tvgaming_gaming698,4.02%,Gaming,Micro,Mock Data - Ready for Outreach
Rahul World,YouTube,India,English,@rahulworld_tech929,Low ($199),https://platform.com/rahulworld_tech929,4.52%,Tech,Micro,Mock Data - Ready for Outreach
VikramProfessional,YouTube/Instagram,India,Hindi/English,@vikramprofessional_professional622,Low ($476),https://platform.com/vikramprofessional_professional622,4.71%,Professional,Micro,Mock Data - Ready for Outreach
TechTech,Instagram,Germany,English,@techtech_tech313,Low ($455),https://platform.com/techtech_tech313,4.51%,Tech,Micro,Mock Data - Ready for Outreach
TV Tom,Instagram,Canada,English,@tvtom_gaming254,Low ($729),https://platform.com/tvtom_gaming254,4.25%,Gaming,Micro,Mock Data - Ready for Outreach
AlexTech,Twitch,Canada,English,@alextech_tech294,Low ($798),https://platform.com/alextech_tech294,4.76%,Tech,Micro,Mock Data - Ready for Outreach
NishaGaming,Twitch,India,Hindi/English,@nishagaming_gaming275,Low ($102),https://platform.com/nishagaming_gaming275,4.96%,Gaming,Micro,Mock Data - Ready for Outreach
Tom Tom,YouTube,USA,English,@tomtom_gaming766,Low ($463),https://platform.com/tomtom_gaming766,4.94%,Gaming,Micro,Mock Data - Ready for Outreach
Official Zone,Twitch,India,Telugu,@officialzone_tech873,Low ($537),https://platform.com/officialzone_tech873,5.62%,Tech,Micro,Mock Data - Ready for Outreach
World Gamer,Instagram,India,English,@worldgamer_gaming720,Low ($573),https://platform.com/worldgamer_gaming720,4.28%,Gaming,Micro,Mock Data - Ready for Outreach
KaranTech,Instagram,India,English,@karantech_tech171,Low ($684),https://platform.com/karantech_tech171,5.14%,Tech,Micro,Mock Data - Ready for Outreach
MikeTech,YouTube/Instagram,UK,English,@miketech_tech618,Low ($440),https://platform.com/miketech_tech618,4.98%,Tech,Micro,Mock Data - Ready for Outreach
AmitProfessional,Twitch,India,Hindi,@amitprofessional_professional929,Low ($680),https://platform.com/amitprofessional_professional929,5.33%,Professional,Micro,Mock Data - Ready for Outreach
Plays Ryan,Twitch,Australia,English,@playsryan_gaming739,Low ($603),https://platform.com/playsryan_gaming739,5.37%,Gaming,Micro,Mock Data - Ready for Outreach
Amit Vikram,YouTube/Instagram,India,Tamil,@amitvikram_tech312,Low ($374),https://platform.com/amitvikram_tech312,5.38%,Tech,Micro,Mock Data - Ready for Outreach
Tom TV,Twitter/X,UK,English,@tomtv_tech132,Medium ($1k),https://platform.com/tomtv_tech132,3.32%,Tech,Mid,Mock Data - Ready for Outreach
PriyaProfessional,Twitch,India,Telugu,@priyaprofessional_professional36,Low ($727),https://platform.com/priyaprofessional_professional36,4.55%,Professional,Micro,Mock Data - Ready for Outreach
RyanGaming,Twitch,USA,English,@ryangaming_gaming3,Low ($364),https://platform.com/ryangaming_gaming3,4.58%,Gaming,Micro,Mock Data - Ready for Outreach
Emma TV,YouTube,Australia,English,@emmatv_professional848,Low ($624),https://platform.com/emmatv_professional848,4.41%,Professional,Micro,Mock Data - Ready for Outreach
VikramTech,Instagram,India,English,@vikramtech_tech991,Medium ($3k),https://platform.com/vikramtech_tech991,3.22%,Tech,Mid,Mock Data - Ready for Outreach
Vikram World,Twitter/X,India,Hindi,@vikramworld_tech187,Medium ($2k),https://platform.com/vikramworld_tech187,3.37%,Tech,Mid,Mock Data - Ready for Outreach
Chris Hub,YouTube,Germany,English,@chrishub_tech921,Low ($201),https://platform.com/chrishub_tech921,5.39%,Tech,Micro,Mock Data - Ready for Outreach
Priya Rohan,YouTube/Instagram,India,Marathi,@priyarohan_gaming883,Low ($124),https://platform.com/priyarohan_gaming883,4.31%,Gaming,Micro,Mock Data - Ready for Outreach
Jessica Jessica,Instagram,Australia,English,@jessicajessica_tech641,Low ($119),https://platform.com/jessicajessica_tech641,4.86%,Tech,Micro,Mock Data - Ready for Outreach
Tech Amit,YouTube/Instagram,India,English,@techamit_professional297,Low ($843),https://platform.com/techamit_professional297,4.35%,Professional,Micro,Mock Data - Ready for Outreach
Tech Gamer,YouTube/Instagram,India,English,@techgamer_tech930,Low ($703),https://platform.com/techgamer_tech930,4.92%,Tech,Micro,Mock Data - Ready for Outreach
Karan Zone,Twitch,India,English,@karanzone_tech808,Low ($600),https://platform.com/karanzone_tech808,5.97%,Tech,Micro,Mock Data - Ready for Outreach
EmmaGaming,Instagram,UK,English,@emmagaming_gaming492,Low ($631),https://platform.com/emmagaming_gaming492,4.55%,Gaming,Micro,Mock Data - Ready for Outreach
Priya Gamer,YouTube,India,Tamil,@priyagamer_tech88,Low ($495),https://platform.com/priyagamer_tech88,5.13%,Tech,Micro,Mock Data - Ready for Outreach
Sneha World,Instagram,India,Hindi,@snehaworld_tech117,Low ($703),https://platform.com/snehaworld_tech117,4.73%,Tech,Micro,Mock Data - Ready for Outreach
NishaGaming,Twitter/X,India,Tamil,@nishagaming_gaming724,Low ($502),https://platform.com/nishagaming_gaming724,4.15%,Gaming,Micro,Mock Data - Ready for Outreach
Anna Plays,Twitter/X,USA,English,@annaplays_professional925,Low ($427),https://platform.com/annaplays_professional925,4.31%,Professional,Micro,Mock Data - Ready for Outreach
AmitTech,YouTube,India,Tamil,@amittech_tech971,Medium ($1k),https://platform.com/amittech_tech971,4.28%,Tech,Mid,Mock Data - Ready for Outreach
RyanTech,YouTube,UK,English,@ryantech_tech234,Low ($305),https://platform.com/ryantech_tech234,5.55%,Tech,Micro,Mock Data - Ready for Outreach
Official Official,Twitter/X,India,Tamil,@officialofficial_gaming353,Low ($848),https://platform.com/officialofficial_gaming353,4.73%,Gaming,Micro,Mock Data - Ready for Outreach
AnjaliTech,Instagram,India,Marathi,@anjalitech_tech864,Low ($479),https://platform.com/anjalitech_tech864,5.15%,Tech,Micro,Mock Data - Ready for Outreach
TVTech,Twitter/X,Australia,English,@tvtech_tech489,Low ($566),https://platform.com/tvtech_tech489,4.86%,Tech,Micro,Mock Data - Ready for Outreach
Zone Official,Twitch,India,Hindi/English,@zoneofficial_gaming727,Low ($677),https://platform.com/zoneofficial_gaming727,5.4%,Gaming,Micro,Mock Data - Ready for Outreach
Sneha Amit,Twitch,India,Hindi/English,@snehaamit_tech300,Medium ($3k),https://platform.com/snehaamit_tech300,4.43%,Tech,Mid,Mock Data - Ready for Outreach
Zone Rahul,YouTube,India,Tamil,@zonerahul_tech841,Low ($129),https://platform.com/zonerahul_tech841,4.65%,Tech,Micro,Mock Data - Ready for Outreach
VikramTech,Instagram,India,English,@vikramtech_tech81,Low ($804),https://platform.com/vikramtech_tech81,5.12%,Tech,Micro,Mock Data - Ready for Outreach
Jessica Ryan,Instagram,UK,English,@jessicaryan_tech306,Low ($259),https://platform.com/jessicaryan_tech306,4.79%,Tech,Micro,Mock Data - Ready for Outreach
AmitTech,YouTube/Instagram,India,Tamil,@amittech_tech615,Low ($194),https://platform.com/amittech_tech615,4.68%,Tech,Micro,Mock Data - Ready for Outreach
GamingGaming,Instagram,UK,English,@gaminggaming_gaming944,Low ($695),https://platform.com/gaminggaming_gaming944,5.48%,Gaming,Micro,Mock Data - Ready for Outreach
TechGaming,Twitter/X,India,English,@techgaming_gaming70,Low ($821),https://platform.com/techgaming_gaming70,4.97%,Gaming,Micro,Mock Data - Ready for Outreach
Emma Chris,YouTube,Canada,English,@emmachris_gaming989,Low ($685),https://platform.com/emmachris_gaming989,4.63%,Gaming,Micro,Mock Data - Ready for Outreach
Chris Anna,YouTube/Instagram,Canada,English,@chrisanna_tech939,Low ($195),https://platform.com/chrisanna_tech939,5.54%,Tech,Micro,Mock Data - Ready for Outreach
World Tech,Instagram,India,Tamil,@worldtech_gaming826,Low ($775),https://platform.com/worldtech_gaming826,4.06%,Gaming,Micro,Mock Data - Ready for Outreach
OfficialGaming,Twitter/X,India,Hindi/English,@officialgaming_gaming634,Low ($644),https://platform.com/officialgaming_gaming634,5.22%,Gaming,Micro,Mock Data - Ready for Outreach
PriyaTech,Twitter/X,India,Marathi,@priyatech_tech71,Low ($880),https://platform.com/priyatech_tech71,5.3%,Tech,Micro,Mock Data - Ready for Outreach
AnjaliTech,Twitch,India,Tamil,@anjalitech_tech114,Low ($104),https://platform.com/anjalitech_tech114,4.69%,Tech,Micro,Mock Data - Ready for Outreach
AlexGaming,YouTube/Instagram,Canada,English,@alexgaming_gaming600,Low ($672),https://platform.com/alexgaming_gaming600,5.16%,Gaming,Micro,Mock Data - Ready for Outreach
KaranTech,Twitch,India,Marathi,@karantech_tech369,Low ($772),https://platform.com/karantech_tech369,4.63%,Tech,Micro,Mock Data - Ready for Outreach
Gaming Tech,YouTube/Instagram,Canada,English,@gamingtech_tech47,Low ($346),https://platform.com/gamingtech_tech47,5.75%,Tech,Micro,Mock Data - Ready for Outreach
Arjun Official,YouTube/Instagram,India,Hindi/English,@arjunofficial_tech966,Low ($810),https://platform.com/arjunofficial_tech966,4.74%,Tech,Micro,Mock Data - Ready for Outreach
RahulGaming,Twitter/X,India,Telugu,@rahulgaming_gaming132,Medium ($2k),https://platform.com/rahulgaming_gaming132,2.66%,Gaming,Mid,Mock Data - Ready for Outreach
Rohan Arjun,YouTube/Instagram,India,Hindi,@rohanarjun_gaming872,Medium ($2k),https://platform.com/rohanarjun_gaming872,3.28%,Gaming,Mid,Mock Data - Ready for Outreach
ZoneTech,YouTube,India,Telugu,@zonetech_tech765,Medium ($3k),https://platform.com/zonetech_tech765,4.47%,Tech,Mid,Mock Data - Ready for Outreach
VikramTech,Twitter/X,India,Hindi/English,@vikramtech_tech46,Medium ($3k),https://platform.com/vikramtech_tech46,3.7%,Tech,Mid,Mock Data - Ready for Outreach
OfficialGaming,Instagram,India,Telugu,@officialgaming_gaming541,Low ($667),https://platform.com/officialgaming_gaming541,5.47%,Gaming,Micro,Mock Data - Ready for Outreach
RahulTech,Twitch,India,English,@rahultech_tech233,Low ($642),https://platform.com/rahultech_tech233,4.89%,Tech,Micro,Mock Data - Ready for Outreach
KaranGaming,YouTube,India,Telugu,@karangaming_gaming149,Low ($607),https://platform.com/karangaming_gaming149,4.92%,Gaming,Micro,Mock Data - Ready for Outreach
TechTech,YouTube/Instagram,UK,English,@techtech_tech25,Low ($762),https://platform.com/techtech_tech25,5.9%,Tech,Micro,Mock Data - Ready for Outreach
GamingGaming,Twitch,Australia,English,@gaminggaming_gaming954,Low ($149),https://platform.com/gaminggaming_gaming954,4.64%,Gaming,Micro,Mock Data - Ready for Outreach
Nisha Zone,Instagram,India,English,@nishazone_tech204,Low ($242),https://platform.com/nishazone_tech204,5.39%,Tech,Micro,Mock Data - Ready for Outreach
Chris Tech,Twitch,USA,English,@christech_tech898,Low ($409),https://platform.com/christech_tech898,4.9%,Tech,Micro,Mock Data - Ready for Outreach
